Sukunimi,Yhteensä
Mäihäniemi,87
Naulapää,87
Niittyvuopio,87
Nordvall,87
Ontronen,87
Osmonen,87
Osola,87
Piikki,87
Poijärvi,87
Päiväläinen,87
Raivonen,87
Rinnemaa,87
Roms,87
Sainmaa,87
Sammalkangas,87
Sauramäki,87
Sevander,87
Tarkki,87
Thure,87
Tuohiniemi,87
Vessari,87
Virsunen,87
Vähäsantanen,87
Vörlin,87
Wigren,87
Ala-Huikku,86
Alamikkelä,86
Ala-Nissilä,86
Aulanko,86
Aulio,86
Bah,86
Berner,86
Blomroos,86
Dahlsten,86
Edman,86
Etelälahti,86
Fokin,86
Gonzalez,86
Hammarström,86
Harjumäki,86
Hautasaari,86
Hesso,86
Hollsten,86
Huhmarniemi,86
Huumo,86
Jekkonen,86
Jern,86
Jungell,86
Kaihlanen,86
Karling,86
Karri,86
Kharel,86
Koivuporras,86
Kokkomäki,86
Kuki,86
Kurra,86
Lassas,86
Liljedahl,86
Linnakoski,86
Luodes,86
Malassu,86
Markuksela,86
Matula,86
Mitronen,86
Neuman,86
Noro,86
Pentinsaari,86
Permanto,86
Ponto,86
Prykäri,86
Puntti,86
Puominen,86
Pöyhiä,86
Rantama,86
Rapinoja,86
Rokosa,86
Röksä,86
Samuli,86
Sangi,86
Säilynoja,86
Taivaloja,86
Talo,86
Telkkälä,86
Tuutijärvi,86
Tverin,86
Vahvanen,86
Vainioranta,86
Vanha,86
Viberg,86
Vähäsoini,86
Vänninen,86
Wuorio,86
Yrttimaa,86
Ådahl,86
Öblom,86
Antin,85
Buddas,85
Damski,85
Haring,85
Hasari,85
Hautaoja,85
Hellgrén,85
Huovari,85
Hyöty,85
Impivaara,85
Iso-Markku,85
Juustovaara,85
Kaipanen,85
Ketelä,85
Kim,85
Kivilehto,85
Korkiala,85
Korkolainen,85
Kovamäki,85
Krause,85
Krekilä,85
Kursi,85
Kyötikki,85
Kärkelä,85
Lampainen,85
Lastumäki,85
Leppäharju,85
Lopakka,85
Maisala,85
Marjaniemi,85
Merikivi,85
Märsy,85
Mömmö,85
Norola,85
Peltosaari,85
Pesämaa,85
Pihlajakangas,85
Pouhula,85
Pukero,85
Puolanne,85
Rantapelkonen,85
Rantasalmi,85
Rantti,85
Rasinaho,85
Rauhamaa,85
Rinnekangas,85
Ripattila,85
Roble,85
Romsi,85
Ruuti,85
Saareks,85
Salman,85
Satukangas,85
Savaloja,85
Shrestha,85
Temisevä,85
Tuhkunen,85
Törölä,85
Vahteri,85
Veckman,85
Viiliäinen,85
Wuori,85
Aitamurto,84
Alaraatikka,84
Ananin,84
Apajalahti,84
Blommendahl,84
Christiansen,84
Ervast,84
Farin,84
Finnholm,84
Frigård,84
Harjunmaa,84
Helen,84
Horelli,84
Ingo,84
Intke,84
Jacobson,84
Kaira,84
Kallas,84
Kalliainen,84
Klaus,84
Koisti,84
Korvola,84
Kotikumpu,84
Kumara,84
Kurka,84
Kuutsa,84
Kåla,84
Laasala,84
Majaneva,84
Malka,84
Martola,84
Micklin,84
Nahkiaisoja,84
Norberg,84
Okkola,84
Parkkima,84
Pinoniemi,84
Pohjankoski,84
Pykälä,84
Reiju,84
Ruhkala,84
Ryyti,84
Ryömä,84
Samaletdin,84
Sanchez,84
Sarivaara,84
Schrey,84
Semenoff,84
Soppi,84
Storgårds,84
Suomilammi,84
Survo,84
Syrjäniemi,84
Syynimaa,84
Särkimäki,84
Tahiri,84
Tamio,84
Tilles,84
Truhponen,84
Tsokkinen,84
Tuohimetsä,84
Tuomenoja,84
Vengasaho,84
Viilo,84
Vuorenmäki,84
Värttö,84
Ylivainio,84
Ylä-Mononen,84
Ahlnäs,83
Björses,83
Elsinen,83
Erkkonen,83
Finnig,83
Grek,83
Haapakorva,83
Harris,83
Helala,83
Heliö,83
Hentinen,83
Hindsberg,83
Hughes,83
Häggkvist,83
Karmala,83
Kasi,83
Keyriläinen,83
Kjellberg,83
Knaapinen,83
Korppinen,83
Krannila,83
Kurunlahti,83
Kylkilahti,83
Leppimäki,83
Luhtasaari,83
Matintupa,83
Melartin,83
Ngo,83
Niittylahti,83
Nuikka,83
Nuorgam,83
Ojapalo,83
Paltto,83
Parvela,83
Perunka,83
Petäys,83
Pohjanoksa,83
Pötry,83
Reijo,83
Riihola,83
Sammalniemi,83
Simuna,83
Sjödahl,83
Solala,83
Springare,83
Syla,83
Tarsa,83
Torttila,83
Turu,83
Vahlsten,83
Valpas,83
Varpa,83
Voutila,83
Vuontisvaara,83
Äärilä,83
Örnberg,83
Alajoutsijärvi,82
Arnkil,82
Berts,82
Eckerman,82
Epäilys,82
Erkintalo,82
Ettanen,82
Finskas,82
Fogde,82
Funck,82
Hack,82
Hietajärvi,82
Hirvikorpi,82
Hokkala,82
Hornborg,82
Huilla,82
Hyvättinen,82
Inna,82
Järnfors,82
Kalevo,82
Kangaskorte,82
Kankaansyrjä,82
Kellomäki,82
Kippilä,82
Kurtelius,82
Kuuppo,82
Kämäläinen,82
Laasasenaho,82
Lammervo,82
Launis,82
Lehtoaho,82
Leiman,82
Lindgård,82
Lintonen,82
Lummi,82
Maikkula,82
Martikka,82
Mayer,82
Mertsalmi,82
Miinala,82
Mäkirinne,82
Naapuri,82
Niskavaara,82
Njie,82
Nordmyr,82
Portimo,82
Pussila,82
Riihioja,82
Ronni,82
Rosenius,82
Ruotoistenmäki,82
Rynö,82
Saarnisto,82
Sajaniemi,82
Saura,82
Siirtonen,82
Smedlund,82
Tarpila,82
Tura,82
Varanka,82
Vauramo,82
Vestergård,82
Vieruaho,82
von Knorring,82
Väntänen,82
Väärämäki,82
Willgren,82
Wong,82
Yli-Rantala,82
Aapajärvi,81
Alakiuttu,81
Alamattila,81
Dunderfelt,81
Edström,81
Edwards,81
Flykt,81
Haila,81
Haliseva,81
Hanska,81
Holmala,81
Hudd,81
Huuskola,81
Isomursu,81
Kaihola,81
Kaijomaa,81
Kalapudas,81
Karkkulainen,81
Karvosenoja,81
Kiiltomäki,81
Kirkinen,81
Kirstinä,81
Koffert,81
Kortesuo,81
Käiväräinen,81
Laikko,81
Lammasniemi,81
Laukkala,81
Linnamaa,81
Mahlanen,81
Mahlberg,81
Makkula,81
Mannela,81
Matikkala,81
Mattus,81
Meier,81
Melén,81
Mesiäinen,81
Miinin,81
Mitchell,81
Muhammad,81
Mäkiharju,81
Ohranen,81
Ojanne,81
Osmani,81
Paakkolanvaara,81
Palsa,81
Perttala,81
Piittala,81
Pomell,81
Posa,81
Pääsky,81
Rajaharju,81
Rantaeskola,81
Ravelin,81
Rodas,81
Rosengård,81
Rutonen,81
Römpötti,81
Savila,81
Sigg,81
Sillgren,81
Sippel,81
Siu,81
Soranta,81
Syvälä,81
Tamlander,81
Tila,81
Tinnilä,81
Tukeva,81
Tulijoki,81
Tuliniemi,81
Tullila,81
Veneranta,81
Vickholm,81
Viljaranta,81
Ylipekkala,81
Aaltokoski,80
Ahmaoja,80
Aitio,80
Alaraudanjoki,80
Arnberg,80
Bell,80
Björndahl,80
Båsk,80
Ellä,80
Elovirta,80
Envall,80
Eskonniemi,80
Filppa,80
Grankull,80
Grén,80
Hanhirova,80
Havulinna,80
Hedborg,80
Heinävaara,80
Heliste,80
Hinkkala,80
Hirvikangas,80
Hjorth,80
Huuhilo,80
Hyväkkä,80
Hård,80
Iso-oja,80
Jacobsson,80
Jordas,80
Juttula,80
Juurikkala,80
Jyrkkänen,80
Jyrkäs,80
Järnstedt,80
Jönkkäri,80
Kaakkolammi,80
Kaataja,80
Kalla,80
Kiviö,80
Koivusipilä,80
Kortessalo,80
Koutaniemi,80
Kronström,80
Kuusivaara,80
Kytöjoki,80
Lepomäki,80
Leppilampi,80
Lieto,80
Lillman,80
Lohtaja,80
Lärka,80
Maaninen,80
Mannio,80
Mäentausta,80
Möykkynen,80
Nurmikolu,80
Ojaluoma,80
Padatsu,80
Patrikka,80
Penttonen,80
Pullola,80
Puustjärvi,80
Pöri,80
Rakkola,80
Reinola,80
Remander,80
Rogers,80
Runola,80
Ruusuvirta,80
Ruuttunen,80
Rysä,80
Saarentaus,80
Shnoro,80
Siiri,80
Sjösten,80
Stenback,80
Suorajärvi,80
Tallila,80
Teeriniemi,80
Teivonen,80
Tittonen,80
Uhre,80
Vallgren,80
Vestola,80
Vidman,80
Välikoski,80
Weeman,80
Wollsten,80
Wägar,80
Ylisiurua,80
Ylisuutari,80
Åbacka,80
Alavesa,79
Barman,79
Bengts,79
Brofelt,79
Böhling,79
Doan,79
Ekoluoma,79
Ena,79
Erämaa,79
Evesti,79
Fabricius,79
Fredrikson,79
Granath,79
Hirvisaari,79
Hovatov,79
Hyrynkangas,79
Hytinkoski,79
Hyyti,79
Hyöky,79
Häyhänen,79
Ilvesmäki,79
Jämbäck,79
Kansanniva,79
Kaunisharju,79
Kielinen,79
Kimmo,79
Klein,79
Korento,79
Kotavuopio,79
Kuosma,79
Kuusilehto,79
Kyrklund,79
Lagström,79
Lampo,79
Lamu,79
Lapakko,79
Levonmaa,79
Lyhty,79
Läärä,79
Ma,79
Manderbacka,79
Mark,79
Messo,79
Mörk,79
Peitso,79
Pesiö,79
Petroff,79
Pihlajasaari,79
Pihlajaviita,79
Polat,79
Rahmani,79
Randström,79
Reinikkala,79
Rentto,79
Rosenlew,79
Ruoranen,79
Ruppa,79
Räkköläinen,79
Rönkkömäki,79
Rönngård,79
Salmenaho,79
Sarviaho,79
Satamo,79
Segercrantz,79
Serenius,79
Simsek,79
Siuro,79
Sjöblad,79
Sysimetsä,79
Torstensson,79
Turakainen,79
Töhönen,79
Uppgård,79
Uro,79
Valaja,79
Vanhatupa,79
Vekka,79
Vekki,79
Vikberg,79
Vilppunen,79
Wiss,79
Ylipaavalniemi,79
Åhlgren,79
Ala-Outinen,78
Baker,78
Bask,78
Baumgartner,78
Beqiri,78
Ekbom,78
Fagerroos,78
Fonselius,78
Hahtala,78
Halkilahti,78
Hanén,78
Hatinen,78
Heidari,78
Heinström,78
Helistö,78
Hillman,78
Hirttiö,78
Horttana,78
Huczkowski,78
Huusela,78
Hyseni,78
Hyvölä,78
Jalomäki,78
Juhela,78
Jurvansuu,78
Juuma,78
Juutistenaho,78
Kalm,78
Kangastupa,78
Kauvosaari,78
Koittola,78
Koivurinne,78
Kontra,78
Kopisto,78
Kronman,78
Kurhinen,78
Kurkaa,78
Laru,78
Linnavirta,78
Lisko,78
Mommo,78
Mustalampi,78
Myrberg,78
Nazari,78
Noppa,78
Norrby,78
Nyback,78
Ojatalo,78
Osala,78
Paasikallio,78
Patinen,78
Pelamo,78
Phillips,78
Polvela,78
Potkonen,78
Raiko,78
Rantavuori,78
Reitti,78
Rotola-Pukkila,78
Ruuhijärvi,78
Räihälä,78
Saarenoja,78
Saarikallio,78
Salorinne,78
Sani,78
Savijärvi,78
Shah,78
Sievola,78
Siika,78
Simoska,78
Stenvik,78
Storsjö,78
Tapaila,78
Tenhola,78
Teränen,78
Toljander,78
Touray,78
Träsk,78
Turta,78
Uurainen,78
Viuhkola,78
von Bell,78
Walther,78
Abdulkadir,77
Ainassaari,77
Akselin,77
Alajääskö,77
Ala-Korpi,77
Alamartimo,77
Bohm,77
Edelmann,77
Ehn,77
Eira,77
Etelä,77
Forsander,77
Gerlander,77
Gorski,77
Haapea,77
Hagqvist,77
Halli,77
Halmesaari,77
Heikari,77
Heinämaa,77
Hernesmaa,77
Hevonkoski,77
Hultin,77
Humala,77
Hurnanen,77
Jalas,77
Jukuri,77
Järvenranta,77
Kaapu,77
Kaita,77
Kalervo,77
Karjalahti,77
Keihänen,77
Keino,77
Kimonen,77
Kivilaakso,77
Klaavuniemi,77
Klint,77
Krokfors,77
Kuitula,77
Laihola,77
Lassenius,77
Liljavirta,77
Lompolo,77
Luhtalampi,77
Lyra,77
Långsjö,77
Majaranta,77
Muse,77
Mustila,77
Nevaranta,77
Niilo-Rämä,77
Nissinaho,77
Ojalammi,77
Paakala,77
Petäistö,77
Pohjamo,77
Porras,77
Pönkkö,77
Rabb,77
Rapp,77
Rautamäki,77
Rundberg,77
Sadinmäki,77
Salovuori,77
Sankilampi,77
Sinkkilä,77
Sontag,77
Sourander,77
Styf,77
Survonen,77
Söyrinki,77
Teerioja,77
Tenhu,77
Tiinus,77
Upola,77
Uusinarkaus,77
Vierola,77
Vuopio,77
Wahl,77
Ainola,76
Ala-Aho,76
Alaraasakka,76
Alen,76
Aulakoski,76
Brenner,76
Brotherus,76
Brännare,76
Edlund,76
Elgbacka,76
Emet,76
Forsgård,76
Hartvik,76
Hattara,76
Hiissa,76
Huutola,76
Hästö,76
Julmala,76
Jyväsjärvi,76
Kaaro,76
Kaisamatti,76
Kaitera,76
Kaivanto,76
Kallijärvi,76
Kelmendi,76
Kiero,76
Knihti,76
Kouhi,76
Kukila,76
Kurunmäki,76
Kylä-Kaila,76
Kytöviita,76
Kärri,76
Latifi,76
Leikola,76
Lemetti,76
Liljelund,76
Louhimo,76
Luong,76
Mahonen,76
Mannfolk,76
Mehmeti,76
Meling,76
Naasko,76
Paasisalo,76
Paunila,76
Peltovuori,76
Porkkala,76
Portman,76
Pöytäkangas,76
Rantakoski,76
Rappu,76
Riento,76
Riihikoski,76
Rimpelä,76
Rotonen,76
Rovanperä,76
Rämäkkö,76
Saeed,76
Sammatti,76
Seuri,76
Sunnarborg,76
Suurpää,76
Tiimonen,76
Tjurin,76
Vahla,76
Vanha-aho,76
Viherlaakso,76
Vilhonen,76
Vuorialho,76
Vuorikari,76
Westermarck,76
Wiander,76
Widén,76
Wikblad,76
Ainonen,75
Airikkala,75
Bergbacka,75
Bertlin,75
Brask,75
Bränn,75
Eld,75
Flythström,75
Havanka,75
Hiekkataipale,75
Hodju,75
Hoppania,75
Huntus,75
Itämäki,75
Ivaska,75
Janttonen,75
Jartti,75
Jelekäinen,75
Jokipalo,75
Jänkä,75
Järventaus,75
Kaarla,75
Kaitaranta,75
Kanniala,75
Katara,75
Katz,75
Kelly,75
Kerokoski,75
Keskilä,75
Knaapila,75
Kontiokorpi,75
Korventausta,75
Kummu,75
Laahanen,75
Lahtivuori,75
Lehmusoksa,75
Levijoki,75
Lillvik,75
Lucenius,75
Lähetkangas,75
Malik,75
Markelin,75
Matiskainen,75
Mäki-Laurila,75
Mäki-Leppilampi,75
Niekka,75
Nihti,75
Nybergh,75
Pahkakangas,75
Peräkasari,75
Pilvinen,75
Poti,75
Puukari,75
Pylkki,75
Päällysaho,75
Qvickström,75
Raevuori,75
Sairiala,75
Salmenautio,75
Saren,75
Sekki,75
Sipovaara,75
Spring,75
Stöckell,75
Sumanen,75
Talola,75
Tuomioja,75
Tuuha,75
Varala,75
Veija,75
Vesimäki,75
Vesivalo,75
Virlander,75
Weurlander,75
Witting,75
Young,75
Adams,74
Airisniemi,74
Akbari,74
Ala-Krekola,74
Alavahtola,74
Altti,74
Anderssén,74
Anonen,74
Arhippainen,74
Asell,74
Aumanen,74
Björs,74
Elmgren,74
Hakuni,74
Hampinen,74
Harkko,74
Heitto,74
Hemilä,74
Herold,74
Huostila,74
Imeläinen,74
Jaurakkajärvi,74
Joutsela,74
Kaijankoski,74
Kankaansivu,74
Karimo,74
Karstila,74
Kauniskangas,74
Kettumäki,74
Kilpelänaho,74
Kirppu,74
Klapuri,74
Klemi,74
Koitto,74
Korkeela,74
Laihia,74
Leppäkari,74
Leppäranta,74
Liponen,74
Liukas,74
Lonkainen,74
Lotila,74
Lustila,74
Länsivuori,74
Mast,74
Memonen,74
Mollgren,74
Määränen,74
Niiniaho,74
Nikkarikoski,74
Nummijärvi,74
Nuorteva,74
Poijula,74
Pottonen,74
Puuperä,74
Puusti,74
Pöllönen,74
Ramu,74
Rantalankila,74
Rekinen,74
Riiali,74
Riitamo,74
Röynä,74
Saarilehto,74
Sandblom,74
Sauramo,74
Savin,74
Savio,74
Sievälä,74
Sinokki,74
Sotikov,74
Sula,74
Suo,74
Suomaa,74
Systä,74
Syvänne,74
Teriö,74
Thomander,74
Thölix,74
Toukkari,74
Tuomimäki,74
Uddström,74
Urpo,74
Vacker,74
Valjanen,74
Vallioniemi,74
Valtee,74
Vanhapelto,74
Varrio,74
Aflecht,73
Aikala,73
Aitola,73
Ala-Lahti,73
Altonen,73
Angervo,73
Antas,73
Berndtsson,73
Borgenström,73
Danska,73
Dietrich,73
Eirola,73
Erkheikki,73
Ernvall,73
Fiskaali,73
Fofonoff,73
Fräntilä,73
Fröjdö,73
Grankvist,73
Hakasaari,73
Hakio,73
Harhala,73
Harsu,73
Havusela,73
Hentonen,73
Hetta,73
Hilakari,73
Hofmann,73
Hultman,73
Hyvämäki,73
Hyökyvaara,73
Innilä,73
Juustila,73
Juvankoski,73
Kaasila,73
Kalinen,73
Kanko,73
Kanth,73
Kaukoniemi,73
Kenttämies,73
Kiesiläinen,73
Kittelä,73
Kitula,73
Kotisalo,73
Kranni,73
Kristiansson,73
Lamminparras,73
Lepoaho,73
Leponen,73
Leppilahti,73
Lerkki,73
Levaniemi,73
Lindfelt,73
Luuppala,73
Lågland,73
Löytömäki,73
Mohell,73
Morottaja,73
Nappari,73
Niemi-Nikkola,73
Nuija,73
Nuutilainen,73
Ottman,73
Paanala,73
Paassilta,73
Pesari,73
Purtonen,73
Päivänurmi,73
Päkki,73
Raatesalmi,73
Raulo,73
Ray,73
Riitijoki,73
Ropanen,73
Rundelin,73
Råholm,73
Sadiku,73
Saulamaa,73
Saxholm,73
Schadewitz,73
Seiteri,73
Siikarla,73
Sjöqvist,73
Sohlström,73
Sotka,73
Soutukorva,73
Strömbäck,73
Sumén,73
Summala,73
Sunabacka,73
Suolanen,73
Suoperä,73
Suur-Uski,73
Sytelä,73
Säppi,73
Tapiovaara,73
Tavaststjerna,73
Teeriaho,73
Tiisala,73
Tiukkanen,73
Toijala,73
Tuiskunen,73
Turpeenoja,73
Turppo,73
Ulmala,73
Vahekoski,73
Vahlberg,73
Vahtokari,73
Vall,73
Vidlund,73
Vihiniemi,73
Vik,73
Vähäniitty,73
Vähätupa,73
Wartiainen,73
Zhou,73
Airila,72
Alexandersson,72
Berghem,72
Björknäs,72
Dahlstedt,72
Eeli,72
Ehrstedt,72
Eliassi,72
Enkenberg,72
Erikkilä,72
Fontell,72
Fröjd,72
Hakovirta,72
Heija,72
Hinkkuri,72
Holster,72
Holstila,72
Jahkola,72
Jelkänen,72
Joutsenvirta,72
Jyrä,72
Jämiä,72
Jäälinoja,72
Kaartti,72
Kaiser,72
Kaistila,72
Karanko,72
Kariluoma,72
Kellosalo,72
Koistinaho,72
Koppelo,72
Kotivuori,72
Kuivasmäki,72
Kytökangas,72
Kåll,72
Lahdenkauppi,72
Lavonius,72
Lekander,72
Liesmäki,72
Liljegren,72
Lindegren,72
Lojander,72
Lonnakko,72
Lottanen,72
Lähtinen,72
Mai,72
Malk,72
Mehtäläinen,72
Mykkälä,72
Myllyviita,72
Nikonen,72
Nori,72
Ojainmaa,72
Orelma,72
Pajunpää,72
Pantzar,72
Pellonperä,72
Pllana,72
Ponkkonen,72
Pyhälahti,72
Pyykkinen,72
Päivänsalo,72
Ranta-Pere,72
Rasinperä,72
Rättäri,72
Salih,72
Salmenkivi,72
Salopuro,72
Saramo,72
Sarvikas,72
Sibelius,72
Sigfrids,72
Sinnemäki,72
Sirvio,72
Sisso,72
Sotamaa,72
Spelman,72
Storfors,72
Suontaka,72
Suppula,72
Suvanne,72
Svahnström,72
Taatila,72
Taipalinen,72
Talman,72
Telkkinen,72
Tikkunen,72
Tranberg,72
Tryyki,72
Tuomanen,72
Tuomas,72
Tuulas,72
Tuupainen,72
Tötterström,72
Varpio,72
Vlasoff,72
Vuoto,72
Väliniemi,72
Väli-Torala,72
Weck,72
Westersund,72
Wichmann,72
Wuollet,72
Ylijääskö,72
Yli-Korpela,72
Ylimaunu,72
Ylimys,72
Öljymäki,72
Örling,72
Öztürk,72
Ahvensalmi,71
Alalahti,71
Ansaharju,71
Arenius,71
Belov,71
Bojang,71
Braun,71
Byström,71
Danielsbacka,71
Erikson,71
Eschner,71
Forsbäck,71
Frey,71
Gullans,71
Haapajärvi,71
Hakko,71
Hammaren,71
Harjuntausta,71
Haukioja,71
Hede,71
Herajärvi,71
Honkasaari,71
Huitti,71
Huju,71
Huutoniemi,71
Ibrahimi,71
Ilén,71
Iso-Koivisto,71
Jäsberg,71
Kalasniemi,71
Kalke,71
Kandell,71
Kantti,71
Karimaa,71
Karkia,71
Karra,71
Keturi,71
Kieloaho,71
Koch,71
Koriseva,71
Köppä,71
Lambert,71
Leikkari,71
Levälampi,71
Liekola,71
Maasilta,71
Majanmaa,71
Melasniemi,71
Mukala,71
Mörönen,71
Neiglick,71
Pallaspuro,71
Pelkkikangas,71
Perasto,71
Peräkorpi,71
Pihlajaharju,71
Pihlgren,71
Pohjasniemi,71
Ponkilainen,71
Popova,71
Prest,71
Purra,71
Pusila,71
Railio,71
Riisiö,71
Robertson,71
Ruisniemi,71
Ruokoniemi,71
Saarnia,71
Savallampi,71
Shabani,71
Siikamäki,71
Sirkkala,71
Spoof,71
Stigzelius,71
Sucksdorff,71
Summa,71
Säynäjäaho,71
Tallavaara,71
Tallinen,71
Tihula,71
Tiitu,71
Tomppo,71
Toroska,71
Tuuna,71
Tähkävuori,71
Unga,71
Urmas,71
Vanhatapio,71
Vuorimäki,71
Walsh,71
Wentjärvi,71
Yläoutinen,71
Ahomaa,70
Aila,70
Aintila,70
Aittala,70
Aslan,70
Calonius,70
Cohen,70
Damén,70
Ellfolk,70
Envik,70
Eteläinen,70
Finnbäck,70
Hahtola,70
Haukilehto,70
Heikelä,70
Helvilä,70
Heponiemi,70
Hoffström,70
Honkavuori,70
Hömppi,70
Inkerö,70
Isohätälä,70
Jefremoff,70
Jokiperä,70
Junkkila,70
Justander,70
Järä,70
Kajaus,70
Kangastalo,70
Kellokangas,70
Klaavu,70
Knif,70
Koivupalo,70
Kraemer,70
Kung,70
Källberg,70
Lagerstam,70
Lapinleimu,70
Lauriala,70
Levlin,70
Liikola,70
Liira,70
Lin,70
Louhio,70
Luomansuu,70
Långvik,70
Lättilä,70
Löfbacka,70
Mannerkoski,70
Marja-aho,70
Meurman,70
Mokkila,70
Mustasaari,70
Niilekselä,70
Nilimaa,70
Näppinen,70
Ojapelto,70
Orkola,70
Palva,70
Peltoranta,70
Petäjämaa,70
Piekäinen,70
Polus,70
Pråhl,70
Puronvarsi,70
Rama,70
Rautionaho,70
Ridell,70
Robertsson,70
Roti,70
Rudnäs,70
Ruohtula,70
Ruoti,70
Rääpysjärvi,70
Sandroos,70
Sarkala,70
Schmid,70
Sokkanen,70
Talvela,70
Teirikangas,70
Telkkä,70
Therman,70
Tiiri,70
Timberg,70
Tuppi,70
Tuttavainen,70
Uggeldahl,70
Vahlman,70
Valkeajärvi,70
Vesterback,70
Vierto,70
Vuolo,70
Vuorentausta,70
Wahlstén,70
Waltzer,70
Ylikännö,70
Yliportimo,70
Ylänkö,70
Aittakumpu,69
Ala-Fossi,69
Alatyppö,69
Alhonmäki,69
Anto,69
Baggström,69
Burke,69
Collander,69
Dromberg,69
Duncker,69
Elgland,69
Eno,69
Forselius,69
Frejborg,69
Hangasluoma,69
Heikurainen,69
Heinoja,69
Hevosmaa,69
Hietarinne,69
Hollström,69
Huhta-aho,69
Hyypiö,69
Härkki,69
Iso-Ahola,69
Isohella,69
Isse,69
Jammeh,69
Järvenoja,69
Kallström,69
Kannusmäki,69
Karppila,69
Kauti,69
Kirkkala,69
Klén,69
Koret,69
Korkeaoja,69
Korkmaz,69
Kottari,69
Kraufvelin,69
Kumpuvaara,69
Kuoppa-aho,69
Kuossari,69
Kyckling,69
Laakkio,69
Lestelin,69
Lotta,69
Mansikkasalo,69
Mattbäck,69
Mattero,69
Mattlar,69
Muikkula,69
Murphy,69
Märijärvi,69
Nikunlassi,69
Nio,69
Nyby,69
Ojasalo,69
Pakaslahti,69
Palotie,69
Palvanen,69
Pelimanni,69
Periaho,69
Pihamaa,69
Pilto,69
Pitsinki,69
Polviander,69
Porthan,69
Qureshi,69
Raikko,69
Rantakeisu,69
Ristseppä,69
Risu,69
Rompasaari,69
Routamaa,69
Ruopsa,69
Saar,69
Saarakkala,69
Salmivirta,69
Salolahti,69
Sannholm,69
Santos,69
Satuli,69
Schavikin,69
Segersvärd,69
Siukkola,69
Skytte,69
Soukkio,69
Stenros,69
Storås,69
Sumelius,69
Sumell,69
Talasniemi,69
Tang,69
Tapala,69
Teeri,69
Tennberg,69
Theman,69
Tolppala,69
Tolvi,69
Tyllinen,69
Uola,69
Valorinta,69
Vaurio,69
Viherlehto,69
Vinnari,69
Viteli,69
Weijo,69
Wiren,69
Zeqiri,69
Ala-Mutka,68
Almqvist,68
Appelqvist,68
Aydin,68
Bloigu,68
Brisk,68
Brännström,68
Börman,68
Böös,68
Charpentier,68
Chowdhury,68
Cooper,68
Dahlbom,68
Enegren,68
Feldt,68
Galkin,68
Hahka,68
Heerman,68
Hein,68
Heselius,68
Huuho,68
Iisalo,68
Jänisoja,68
Kaakkomäki,68
Kainiemi,68
Kalajainen,68
Kankaristo,68
Kastell,68
Keljo,68
Klubb,68
Kondratjeff,68
Kortemaa,68
Korttinen,68
Koskiahde,68
Kostia,68
Kylväjä,68
Kärpijoki,68
Laajoki,68
Lahtivirta,68
Lapila,68
Lasaroff,68
Lauttaanaho,68
Leppäluoto,68
Liljamo,68
Lithovius,68
Lopez,68
Lottonen,68
Lujala,68
Lumpus,68
Lybäck,68
Länsikallio,68
Manerus,68
Markkila,68
Marku,68
Mattjus,68
Mielty,68
Morri,68
Mukari,68
Myllyperkiö,68
Myrttinen,68
Narkilahti,68
Niemensivu,68
Niiles,68
Niittyniemi,68
Pajuranta,68
Papinsaari,68
Pensas,68
Perkonoja,68
Pikkupeura,68
Raikaa,68
Rapala,68
Rilla,68
Ristimella,68
Roppo,68
Rukkila,68
Ruusulaakso,68
Saarento,68
Sahinoja,68
Sarell,68
Siltaniemi,68
Sivil,68
Skuthälla,68
Snällström,68
Sovijärvi,68
Stirkkinen,68
Suvila,68
Thilman,68
Tidenberg,68
Tuhkasaari,68
Tuokila,68
Tuuttila,68
Valio,68
Valtoaho,68
Vares,68
Venetjoki,68
Vieru,68
Virmanen,68
Voima,68
von Essen,68
von Weissenberg,68
Vähälummukka,68
Westling,68
Yli-Tokola,68
Ylä-Soininmäki,68
Alakarhu,67
Alakoskela,67
Ala-Uotila,67
Alavillamo,67
Anttikoski,67
Arho,67
Arima,67
Arte,67
Aspinen,67
Augustsson,67
Broms,67
Chydenius,67
Davidila,67
Dianoff,67
Ekmark,67
Fagerstedt,67
Forssén,67
Furuholm,67
Haasanen,67
Hakso,67
Hallbäck,67
Harle,67
Harrison,67
Hauhtonen,67
Heinä,67
Hupanen,67
Hållfast,67
Höstman,67
Ihaksi,67
Imppola,67
Ingelin,67
Istolainen,67
Jansen,67
Joas,67
Junttanen,67
Juote,67
Juurela,67
Järviniemi,67
Kairenius,67
Kalliokorpi,67
Kalliokuusi,67
Kauttonen,67
Keller,67
Kellman,67
Keskiväli,67
Kiistala,67
Klemm,67
Knihtilä,67
Koto,67
Krokberg,67
Kuivalahti,67
Lamminniemi,67
Larm,67
Leikko,67
Leppisaari,67
Leveelahti,67
Liiman,67
Lähteenlahti,67
Lökström,67
Löytökorpi,67
Mansén,67
Mantovaara,67
Maskulin,67
Metiäinen,67
Moskari,67
Murtomaa,67
Musa,67
Myllyvirta,67
Mäkijärvi,67
Mäkkylä,67
Nenola,67
Niemenpää,67
Nybondas,67
Omer,67
Palokoski,67
